index,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
504,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Men's Street Footwear,49,131,6419,3530.45,Online
505,Kohl's,1189833,1/21/21,Midwest,Montana,Billings,Men's Street Footwear,40,575,230000,103500.0,Outlet
506,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Men's Street Footwear,50,525,262500,105000.0,In-store
507,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,325,162500,65000.0,In-store
508,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Men's Apparel,59,56,3304,1453.76,Online
509,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,78750,23625.0,In-store
510,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Men's Apparel,60,225,135000,40500.0,In-store
511,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Women's Apparel,50,325,162500,56875.0,In-store
512,West Gear,1128299,1/21/21,West,California,San Francisco,Women's Athletic Footwear,59,188,11092,4547.72,Online
513,West Gear,1128299,1/21/21,West,California,San Francisco,Women's Athletic Footwear,65,750,487500,146250.0,Outlet
514,Amazon,1185732,1/21/21,Northeast,Vermont,Burlington,Women's Street Footwear,40,325,130000,39000.0,In-store
515,West Gear,1128299,1/22/21,West,California,San Francisco,Men's Apparel,69,188,12972,7912.92,Online
516,West Gear,1128299,1/22/21,West,California,San Francisco,Men's Apparel,75,750,562500,281250.0,Outlet
517,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Apparel,37,81,2997,1618.38,Online
518,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Apparel,46,52,2392,1124.24,Online
519,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Street Footwear,40,500,200000,80000.0,Online
520,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,40,300,120000,42000.0,Online
521,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Street Footwear,30,300,90000,36000.0,Online
522,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,35,150,52500,21000.0,Online
523,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Apparel,50,200,100000,35000.0,Online
524,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Apparel,40,300,120000,48000.0,Online
525,West Gear,1128299,1/22/21,West,California,San Francisco,Men's Apparel,59,263,15517,8844.69,Outlet
526,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,34,42,1428,714.0,Online
527,Kohl's,1189833,1/22/21,Midwest,Montana,Billings,Men's Athletic Footwear,41,106,4346,1912.24,Online
528,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Street Footwear,28,75,2100,1092.0,Online
529,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,38,78,2964,1393.08,Online
530,Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Street Footwear,37,135,4995,2697.3,Online
531,Kohl's,1189833,1/22/21,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,191250,57375.0,Outlet
532,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Athletic Footwear,38,77,2926,1345.96,Online
533,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Apparel,42,63,2646,1190.7,Online
534,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Apparel,36,111,3996,1398.6,Online
535,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Athletic Footwear,25,131,3275,1473.75,Online
536,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Athletic Footwear,37,106,3922,2000.22,Online
537,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Street Footwear,29,119,3451,1656.48,Online
538,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Street Footwear,24,176,4224,2154.24,Online
539,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Street Footwear,37,106,3922,1921.78,Online
540,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Street Footwear,14,117,1638,835.38,Online
541,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Athletic Footwear,40,275,110000,38500.0,Online
542,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Apparel,34,95,3230,1550.4,Online
543,Kohl's,1189833,1/23/21,Midwest,Montana,Billings,Women's Street Footwear,45,425,191250,86062.5,Outlet
544,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Street Footwear,40,425,170000,59500.0,Online
545,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Street Footwear,11,140,1540,677.6,Outlet
546,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Athletic Footwear,18,135,2430,972.0,Outlet
547,West Gear,1128299,1/23/21,West,California,San Francisco,Women's Apparel,60,254,15240,3352.8,Outlet
548,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Street Footwear,17,215,3655,1608.2,Outlet
549,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Apparel,25,450,112500,45000.0,Online
550,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Street Footwear,25,575,143750,57500.0,Online
551,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,375,93750,32812.5,Online
552,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Street Footwear,15,375,56250,22500.0,Online
553,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Athletic Footwear,13,102,1326,623.22,Outlet
554,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,45000,18000.0,Online
555,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Apparel,25,375,93750,37500.0,Online
556,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Apparel,27,140,3780,1020.6,Outlet
557,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Athletic Footwear,19,78,1482,785.46,Online
558,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Apparel,35,68,2380,809.2,Outlet
559,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Street Footwear,30,425,127500,44625.0,Online
560,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Athletic Footwear,40,425,170000,68000.0,Online
561,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Street Footwear,23,136,3128,1251.2,Outlet
562,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Athletic Footwear,30,140,4200,1806.0,Outlet
563,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Street Footwear,31,145,4495,1753.05,Outlet
564,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Athletic Footwear,30,88,2640,976.8,Outlet
565,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Apparel,35,275,96250,33687.5,Online
566,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Apparel,18,158,2844,1222.92,Outlet
567,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Apparel,26,123,3198,1215.24,Outlet
568,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Apparel,33,80,2640,1320.0,Online
569,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Apparel,23,91,2093,858.13,Outlet
570,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Athletic Footwear,13,74,962,413.66,Outlet
571,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Street Footwear,10,131,1310,563.3,Outlet
572,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Street Footwear,24,167,4008,2124.24,Online
573,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,109,2725,1226.25,Online
574,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Street Footwear,15,98,1470,808.5,Online
575,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Athletic Footwear,18,65,1170,643.5,Online
576,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Apparel,35,350,122500,42875.0,Online
577,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Apparel,23,101,2323,1207.96,Online
578,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Women's Apparel,18,124,2232,1004.4,Outlet
579,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Men's Apparel,45,225,101250,30375.0,Online
580,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Street Footwear,17,178,3026,1422.22,Outlet
581,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Street Footwear,25,650,162500,65000.0,Online
582,Kohl's,1189833,1/23/21,Midwest,Montana,Billings,Women's Street Footwear,44,111,4884,2686.2,Online
583,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Men's Athletic Footwear,25,450,112500,39375.0,Online
584,West Gear,1128299,1/23/21,West,California,San Francisco,Women's Apparel,76,181,13756,3439.0,Online
585,West Gear,1128299,1/23/21,West,California,San Francisco,Women's Apparel,80,725,580000,87000.0,Outlet
586,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Apparel,23,122,2806,1459.12,Online
587,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Street Footwear,15,450,67500,27000.0,Online
588,Sports Direct,1197831,1/23/21,South,Mississippi,Jackson,Women's Athletic Footwear,20,300,60000,24000.0,Online
589,West Gear,1197831,1/23/21,South,Arkansas,Little Rock,Men's Athletic Footwear,18,124,2232,848.16,Outlet
590,Foot Locker,1128299,1/23/21,West,Idaho,Boise,Women's Apparel,40,425,170000,42500.0,Online
591,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Apparel,42,44,1848,1016.4,Online
592,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Athletic Footwear,40,350,140000,49000.0,In-store
593,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Apparel,39,108,4212,1811.16,Online
594,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Athletic Footwear,39,58,2262,1040.52,Online
595,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Men's Apparel,45,150,67500,27000.0,In-store
596,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Athletic Footwear,39,105,4095,2006.55,Online
597,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Men's Apparel,42,45,1890,963.9,Online
598,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Women's Apparel,38,116,4408,1983.6,Online
599,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,54,2052,964.44,Online
600,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Women's Street Footwear,39,91,3549,1597.05,Online
601,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,36,105,3780,1738.8,Online
602,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Men's Street Footwear,29,91,2639,1213.94,Online
603,Amazon,1185732,1/24/21,West,Alaska,Anchorage,Women's Apparel,55,300,165000,49500.0,Outlet
604,Amazon,1185732,1/24/21,West,Alaska,Anchorage,Women's Apparel,52,84,4368,1790.88,Online
605,Kohl's,1189833,1/24/21,Midwest,Montana,Billings,Women's Athletic Footwear,38,88,3344,1772.32,Online
606,West Gear,1128299,1/24/21,West,California,San Francisco,Men's Street Footwear,51,241,12291,5162.22,Online
607,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Street Footwear,40,350,140000,49000.0,In-store
608,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Apparel,55,300,165000,49500.0,Outlet
609,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Apparel,65,200,130000,32500.0,Outlet
610,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50,150,75000,18750.0,Outlet
611,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,300,135000,33750.0,Outlet
612,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55,300,165000,57750.0,Outlet
613,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,500,275000,96250.0,Outlet
614,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Street Footwear,27,98,2646,1270.08,Online
615,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Women's Apparel,40,400,160000,48000.0,In-store
616,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,80000,28000.0,In-store
617,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,140000,49000.0,In-store
618,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,140000,49000.0,In-store
619,Foot Locker,1128299,1/24/21,West,Wyoming,Cheyenne,Men's Street Footwear,30,350,105000,36750.0,In-store
620,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Street Footwear,39,105,4095,1965.6,Online
621,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Men's Street Footwear,35,425,148750,59500.0,In-store
622,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Women's Street Footwear,25,225,56250,19687.5,In-store
623,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30,75,22500,7875.0,In-store
624,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Men's Apparel,45,125,56250,16875.0,In-store
625,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Women's Apparel,35,225,78750,23625.0,In-store
626,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Apparel,40,400,160000,48000.0,In-store
627,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Apparel,45,150,67500,27000.0,In-store
628,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35,225,78750,27562.5,In-store
629,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Athletic Footwear,40,200,80000,28000.0,In-store
630,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Street Footwear,30,350,105000,36750.0,In-store
631,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,44,90,3960,1386.0,Online
632,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Apparel,50,64,3200,896.0,Outlet
633,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33,51,1683,471.24,Outlet
634,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,35,99,3465,935.55,Outlet
635,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,36,93,3348,1339.2,Outlet
636,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,36,165,5940,2197.8,Outlet
637,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50,84,4200,1974.0,Online
638,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Men's Street Footwear,33,106,3498,1749.0,Online
639,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34,68,2312,1086.64,Online
640,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Women's Street Footwear,24,63,1512,695.52,Online
641,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Men's Apparel,42,33,1386,595.98,Online
642,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Women's Apparel,33,59,1947,778.8,Online
643,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Apparel,28,132,3696,1256.64,Outlet
644,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Apparel,35,53,1855,853.3,Outlet
645,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Athletic Footwear,30,68,2040,775.2,Outlet
646,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Women's Street Footwear,31,105,3255,1269.45,Outlet
647,Foot Locker,1185732,1/24/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28,20,560,280.0,Online
648,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Street Footwear,24,109,2616,967.92,Outlet
649,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,52,145,7540,3468.4,Online
650,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49,39,1911,707.07,Online
651,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Men's Apparel,60,54,3240,1198.8,Online
652,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Apparel,54,78,4212,1895.4,Online
653,West Gear,1128299,1/24/21,West,California,San Francisco,Men's Street Footwear,40,287,11480,4018.0,Outlet
654,West Gear,1128299,1/24/21,West,Utah,Salt Lake City,Men's Athletic Footwear,29,123,3567,1426.8,Outlet
655,Kohl's,1189833,1/24/21,Midwest,Montana,Billings,Women's Athletic Footwear,40,325,130000,52000.0,Outlet
656,Foot Locker,1185732,1/24/21,Northeast,New Hampshire,Manchester,Women's Apparel,41,105,4305,1377.6,Outlet
657,West Gear,1128299,1/24/21,West,California,San Francisco,Men's Street Footwear,55,925,508750,152625.0,Outlet
658,West Gear,1128299,1/25/21,West,California,San Francisco,Men's Athletic Footwear,60,925,555000,83250.0,Outlet
659,Kohl's,1189833,1/25/21,Midwest,Montana,Billings,Men's Apparel,41,61,2501,1850.74,Online
660,West Gear,1128299,1/25/21,West,California,San Francisco,Men's Athletic Footwear,42,287,12054,2049.18,Outlet
661,Kohl's,1189833,1/25/21,Midwest,Montana,Billings,Men's Apparel,45,225,101250,60750.0,Outlet
662,West Gear,1128299,1/25/21,West,California,San Francisco,Men's Athletic Footwear,56,268,15008,4202.24,Online
663,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Athletic Footwear,45,475,213750,85500.0,Online
664,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Street Footwear,45,475,213750,74812.5,Online
665,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Athletic Footwear,45,325,146250,51187.5,Online
666,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Apparel,50,275,137500,41250.0,Online
667,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Apparel,45,475,213750,53437.5,Online
668,West Gear,1128299,1/26/21,West,California,San Francisco,Women's Street Footwear,52,225,11700,4680.0,Online
669,West Gear,1128299,1/26/21,West,California,San Francisco,Women's Street Footwear,39,248,9672,3288.48,Outlet
670,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Apparel,36,166,5976,1613.52,Outlet
671,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Apparel,33,94,3102,1147.74,Outlet
672,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Athletic Footwear,30,101,3030,1151.4,Outlet
673,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Street Footwear,35,475,166250,58187.5,Online
674,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Athletic Footwear,30,147,4410,2072.7,Outlet
675,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Street Footwear,27,152,4104,1682.64,Outlet
676,Kohl's,1189833,1/26/21,Midwest,Montana,Billings,Women's Apparel,60,400,240000,60000.0,Outlet
677,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Street Footwear,32,157,5024,1959.36,Outlet
678,Kohl's,1189833,1/26/21,Midwest,Montana,Billings,Women's Apparel,59,108,6372,2421.36,Online
679,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Apparel,42,128,5376,1935.36,Online
680,West Gear,1128299,1/26/21,West,California,San Francisco,Women's Street Footwear,55,775,426250,127875.0,Outlet
681,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Street Footwear,33,133,4389,2150.61,Online
682,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Athletic Footwear,42,138,5796,3071.88,Online
683,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Street Footwear,42,138,5796,2666.16,Online
684,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Women's Athletic Footwear,43,85,3655,1790.95,Online
685,Kohl's,1128299,1/26/21,West,Arizona,Phoenix,Men's Apparel,45,80,3600,1476.0,Online
686,Kohl's,1189833,1/27/21,Midwest,Montana,Billings,Men's Street Footwear,40,675,270000,121500.0,Outlet
687,Kohl's,1189833,1/27/21,Midwest,Montana,Billings,Men's Street Footwear,36,169,6084,3589.56,Online
688,West Gear,1128299,1/27/21,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,2600.91,Outlet
689,West Gear,1128299,1/27/21,West,California,San Francisco,Women's Athletic Footwear,53,203,10759,3765.65,Online
690,West Gear,1128299,1/27/21,West,California,San Francisco,Women's Athletic Footwear,55,725,398750,99687.5,Outlet
691,West Gear,1128299,1/28/21,West,California,San Francisco,Men's Apparel,43,225,9675,4644.0,Outlet
692,West Gear,1128299,1/28/21,West,California,San Francisco,Men's Apparel,63,218,13734,7965.72,Online
693,West Gear,1128299,1/28/21,West,California,San Francisco,Men's Apparel,65,725,471250,212062.5,Outlet
694,Kohl's,1189833,1/28/21,Midwest,Montana,Billings,Men's Athletic Footwear,42,147,6174,2531.34,Online
695,Kohl's,1189833,1/28/21,Midwest,Montana,Billings,Men's Athletic Footwear,45,525,236250,70875.0,Outlet
696,West Gear,1128299,1/29/21,West,California,San Francisco,Women's Apparel,51,264,13464,2019.6,Outlet
697,Kohl's,1189833,1/29/21,Midwest,Montana,Billings,Women's Street Footwear,44,165,7260,3993.0,Online
698,Kohl's,1189833,1/29/21,Midwest,Montana,Billings,Women's Street Footwear,45,550,247500,111375.0,Outlet
699,West Gear,1128299,1/29/21,West,California,San Francisco,Women's Apparel,65,217,14105,3385.2,Online
700,West Gear,1128299,1/29/21,West,California,San Francisco,Women's Apparel,70,775,542500,54250.0,Outlet
701,Kohl's,1189833,1/30/21,Midwest,Montana,Billings,Women's Athletic Footwear,38,106,4028,2134.84,Online
702,West Gear,1128299,1/30/21,West,California,San Francisco,Men's Street Footwear,51,236,12036,5416.2,Online
703,West Gear,1128299,1/30/21,West,California,San Francisco,Men's Street Footwear,55,875,481250,144375.0,Outlet
704,Kohl's,1189833,1/30/21,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000.0,Outlet
705,West Gear,1128299,1/30/21,West,California,San Francisco,Men's Street Footwear,36,289,10404,3433.32,Outlet
706,West Gear,1128299,1/31/21,West,California,San Francisco,Men's Athletic Footwear,39,280,10920,1965.6,Outlet
707,West Gear,1128299,1/31/21,West,California,San Francisco,Men's Athletic Footwear,59,219,12921,3747.09,Online
708,West Gear,1128299,1/31/21,West,California,San Francisco,Men's Athletic Footwear,60,875,525000,78750.0,Outlet
709,Kohl's,1189833,1/31/21,Midwest,Montana,Billings,Men's Apparel,45,300,135000,81000.0,Outlet
710,Kohl's,1189833,1/31/21,Midwest,Montana,Billings,Men's Apparel,41,75,3075,2275.5,Online
711,Kohl's,1189833,2/1/21,Midwest,Montana,Billings,Women's Apparel,55,150,8250,2970.0,Online
712,West Gear,1128299,2/1/21,West,California,San Francisco,Women's Street Footwear,42,210,8820,2910.6,Outlet
713,West Gear,1128299,2/1/21,West,California,San Francisco,Women's Street Footwear,50,182,9100,3822.0,Online
714,Kohl's,1189833,2/1/21,Midwest,Montana,Billings,Women's Apparel,60,600,360000,90000.0,Outlet
715,West Gear,1128299,2/1/21,West,California,San Francisco,Women's Street Footwear,55,700,385000,115500.0,Outlet
716,Kohl's,1189833,2/2/21,Midwest,Montana,Billings,Men's Street Footwear,40,750,300000,135000.0,Outlet
717,West Gear,1128299,2/2/21,West,California,San Francisco,Women's Athletic Footwear,51,203,10353,3727.08,Online
718,Kohl's,1189833,2/2/21,Midwest,Montana,Billings,Men's Street Footwear,37,203,7511,4431.49,Online
719,West Gear,1128299,2/2/21,West,California,San Francisco,Women's Athletic Footwear,55,675,371250,92812.5,Outlet
720,West Gear,1128299,2/2/21,West,California,San Francisco,Women's Athletic Footwear,42,223,9366,2903.46,Outlet
721,Kohl's,1189833,2/3/21,Midwest,Montana,Billings,Men's Athletic Footwear,41,156,6396,2750.28,Online
722,West Gear,1185732,2/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23,20,460,197.8,Online
723,West Gear,1185732,2/3/21,Midwest,Iowa,Des Moines,Women's Street Footwear,20,60,1200,516.0,Online
724,West Gear,1185732,2/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,38,38,1444,880.84,Online
725,West Gear,1185732,2/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,14,65,910,464.1,Online
726,West Gear,1185732,2/3/21,Midwest,Iowa,Des Moines,Women's Street Footwear,20,200,40000,12000.0,In-store
727,West Gear,1185732,2/3/21,Midwest,Iowa,Des Moines,Men's Street Footwear,29,140,4060,1664.6,Online
728,West Gear,1185732,2/3/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,150,45000,15750.0,In-store
729,West Gear,1185732,2/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75,18750,5625.0,In-store
730,West Gear,1185732,2/3/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29,39,1131,554.19,Online
731,Kohl's,1189833,2/3/21,Midwest,Montana,Billings,Men's Athletic Footwear,45,600,270000,81000.0,Outlet
732,West Gear,1128299,2/3/21,West,California,San Francisco,Men's Apparel,59,182,10738,6228.04,Online
733,West Gear,1185732,2/3/21,Midwest,Iowa,Des Moines,Men's Street Footwear,30,500,150000,45000.0,In-store
734,West Gear,1128299,2/3/21,West,California,San Francisco,Men's Apparel,50,221,11050,5193.5,Outlet
735,West Gear,1185732,2/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,37500,15000.0,In-store
736,West Gear,1185732,2/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,40,150,60000,30000.0,In-store
737,West Gear,1128299,2/3/21,West,California,San Francisco,Men's Apparel,65,650,422500,190125.0,Outlet
738,Sports Direct,1185732,2/4/21,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,8942,4471.0,Online
739,Foot Locker,1197831,2/4/21,West,Idaho,Boise,Women's Apparel,34,131,4454,2449.7,Online
740,Foot Locker,1197831,2/4/21,West,Idaho,Boise,Women's Apparel,26,135,3510,1825.2,Outlet
741,Foot Locker,1197831,2/4/21,South,Louisiana,New Orleans,Men's Athletic Footwear,28,180,5040,1663.2,Outlet
742,Foot Locker,1197831,2/4/21,West,Idaho,Boise,Women's Athletic Footwear,27,116,3132,1315.44,Outlet
743,Foot Locker,1197831,2/4/21,South,Louisiana,New Orleans,Women's Street Footwear,28,128,3584,1254.4,Outlet
744,West Gear,1128299,2/4/21,West,California,San Francisco,Women's Apparel,46,224,10304,1236.48,Outlet
745,Kohl's,1189833,2/4/21,Midwest,Montana,Billings,Women's Street Footwear,45,550,247500,111375.0,Outlet
746,West Gear,1128299,2/4/21,West,California,San Francisco,Women's Apparel,63,196,12348,2840.04,Online
747,Foot Locker,1197831,2/4/21,South,Louisiana,New Orleans,Men's Street Footwear,18,200,3600,1152.0,Outlet
